Timestamp,Max_Relative_Error_Peak,Architecture,Activation_Func,Epochs,Run_Type,Optimizer,Learning_Rate,Loss_Total,Loss_Physics,Loss_Boundary,Loss_Data,L2_Relative_Error,Seed,n_points,Loss_Weight
2026-02-05 00:05:46,99.86038303895803,"[2, 50, 50, 50, 50, 1]",SiLU,40000,PINN_DataPhys,Adam,0.001,0.0069749573253096615,0.0002730740571538251,0.00654964496135545,0.0001522383068003858,0.07230615242294211,123,,not_weighted
2026-02-05 00:26:05,74.13001250368875,"[2, 50, 50, 50, 50, 1]",SiLU,40000,PINN_PurePhys,Adam + L-BFGS,0.001,0.0037628069323537316,0.0003036147427724515,0.00345919218958128,4.698893452915889e-05,0.05266707792219009,123,,not_weighted
2026-02-05 00:29:16,21.928649153006127,"[2, 50, 50, 50, 50, 1]",SiLU,40000,NN_Random,Adam,[0.001 -> 6.25e-05],1.9527527695002276e-05,0,0,1.9527527695002276e-05,0.010698049621714808,123,,not_weighted
2026-02-05 00:32:28,9.168196332685788,"[2, 50, 50, 50, 50, 1]",SiLU,40000,NN_Grid,Adam,[0.001 -> 6.25e-05],1.9439040588622105e-05,0,0,1.9439040588622105e-05,0.009435161020297214,123,,not_weighted
2026-02-05 00:48:01,132.88991038281125,"[2, 50, 50, 50, 50, 1]",SiLU,40000,PINN_DataPhys,Adam,[0.001 -> 6.25e-05],0.005594218336569155,0.0003154681518225193,0.005166492493552053,0.0001122576911945829,0.06496800049725039,123,,not_weighted
2026-02-05 01:08:35,38.70397100583561,"[2, 50, 50, 50, 50, 1]",SiLU,40000,PINN_PurePhys,Adam + L-BFGS,[0.001 -> 6.25e-05],0.0035904571722047106,0.0002607246788639874,0.003329732493340723,3.5400534743265794e-05,0.051407351907207306,123,,not_weighted
2026-02-05 01:12:16,36.20243019849243,"[2, 50, 50, 50, 50, 1]",GELU,40000,NN_Random,Adam,0.001,1.3170072929821164e-05,0,0,1.3170072929821164e-05,0.013743182693841722,123,,not_weighted
2026-02-05 01:15:52,31.42768855128558,"[2, 50, 50, 50, 50, 1]",GELU,40000,NN_Grid,Adam,0.001,1.3418167127260445e-05,0,0,1.3418167127260445e-05,0.014055564052116247,123,,not_weighted
2026-02-05 01:33:05,173.48389867810414,"[2, 50, 50, 50, 50, 1]",GELU,40000,PINN_DataPhys,Adam,0.001,0.007188409395622186,0.0005182566189038919,0.006526203831128957,0.0001439489455893374,0.07179858625944052,123,,not_weighted
2026-02-05 01:55:37,69.59561097540482,"[2, 50, 50, 50, 50, 1]",GELU,40000,PINN_PurePhys,Adam + L-BFGS,0.001,0.003476082792732933,0.00025628139097125317,0.0032198014017616795,4.4124157568967795e-05,0.05094010125866632,123,,not_weighted
2026-02-05 01:59:18,18.795704803016516,"[2, 50, 50, 50, 50, 1]",GELU,40000,NN_Random,Adam,[0.001 -> 6.25e-05],1.0196276281565319e-05,0,0,1.0196276281565319e-05,0.008937180250931325,123,,not_weighted
2026-02-05 02:02:54,25.29129644826551,"[2, 50, 50, 50, 50, 1]",GELU,40000,NN_Grid,Adam,[0.001 -> 6.25e-05],1.6085742217493272e-05,0,0,1.6085742217493272e-05,0.010945449502905047,123,,not_weighted
2026-02-05 02:19:52,143.25244249157166,"[2, 50, 50, 50, 50, 1]",GELU,40000,PINN_DataPhys,Adam,[0.001 -> 6.25e-05],0.007888903219421204,0.00032156983353080553,0.007396512785156221,0.0001708206007341778,0.0758577596823954,123,,not_weighted
2026-02-05 02:42:20,68.98117632263087,"[2, 50, 50, 50, 50, 1]",GELU,40000,PINN_PurePhys,Adam + L-BFGS,[0.001 -> 6.25e-05],0.0038607920984236105,0.00030637179019972043,0.00355442030822389,3.814101364047649e-05,0.0527408414029805,123,,not_weighted
2026-02-05 02:47:14,25.282001468457587,"[2, 80, 80, 80, 80, 80, 80, 1]",Tanh,20000,NN_Random,Adam,0.001,2.3122703388730317e-05,0,0,2.3122703388730317e-05,0.017101883692780616,123,,not_weighted
2026-02-05 02:52:04,13.296704916312901,"[2, 80, 80, 80, 80, 80, 80, 1]",Tanh,20000,NN_Grid,Adam,0.001,2.083700096242134e-05,0,0,2.083700096242134e-05,0.00862491406526444,123,,not_weighted
2026-02-05 03:11:15,482.8838255547835,"[2, 80, 80, 80, 80, 80, 80, 1]",Tanh,20000,PINN_DataPhys,Adam,0.001,0.04961434428113872,0.010695808379162126,0.034765148309120454,0.004153387592856138,0.20750882910531515,123,,not_weighted
2026-02-05 03:36:35,110.06198066497927,"[2, 80, 80, 80, 80, 80, 80, 1]",Tanh,20000,PINN_PurePhys,Adam + L-BFGS,0.001,0.0024378196928227566,0.00029431054686190254,0.002143509145960854,6.778347710439656e-05,0.04557343687211725,123,,not_weighted
2026-02-05 03:41:28,8.102632364946725,"[2, 80, 80, 80, 80, 80, 80, 1]",Tanh,20000,NN_Random,Adam,[0.001 -> 6.25e-05],1.990850158529869e-05,0,0,1.990850158529869e-05,0.009962000592772595,123,,not_weighted
2026-02-05 03:46:18,17.829443949267095,"[2, 80, 80, 80, 80, 80, 80, 1]",Tanh,20000,NN_Grid,Adam,[0.001 -> 6.25e-05],2.6091098091599552e-05,0,0,2.6091098091599552e-05,0.011794690314180076,123,,not_weighted
2026-02-05 04:04:36,169.94324458627025,"[2, 80, 80, 80, 80, 80, 80, 1]",Tanh,20000,PINN_DataPhys,Adam,[0.001 -> 6.25e-05],0.006744198450802494,0.0004906699554658265,0.006115653046059638,0.00013787544927702954,0.06974084662654598,123,,not_weighted
2026-02-05 04:28:56,145.87351162299436,"[2, 80, 80, 80, 80, 80, 80, 1]",Tanh,20000,PINN_PurePhys,Adam + L-BFGS,[0.001 -> 6.25e-05],0.0023429896727040667,0.0003848127513956777,0.001958176921308389,5.9896347804932984e-05,0.04299442710054346,123,,not_weighted
2026-02-05 04:33:53,14.991445325225058,"[2, 80, 80, 80, 80, 80, 80, 1]",SiLU,20000,NN_Random,Adam,0.001,1.6235224088555142e-05,0,0,1.6235224088555142e-05,0.008970371369039845,123,,not_weighted
2026-02-05 04:38:49,48.016655262621825,"[2, 80, 80, 80, 80, 80, 80, 1]",SiLU,20000,NN_Grid,Adam,0.001,0.000185223553677873,0,0,0.000185223553677873,0.041954078657704764,123,,not_weighted
2026-02-05 05:01:00,512.7339198705014,"[2, 80, 80, 80, 80, 80, 80, 1]",SiLU,20000,PINN_DataPhys,Adam,0.001,0.025031219721575064,0.0009427609971057711,0.022465205062847757,0.0016232536616215371,0.14837718331488017,123,,not_weighted
2026-02-05 05:30:51,125.0221644346248,"[2, 80, 80, 80, 80, 80, 80, 1]",SiLU,20000,PINN_PurePhys,Adam + L-BFGS,0.001,0.003128822274345152,0.0003554543000193377,0.002773367974325814,7.047261846407817e-05,0.04927572510861387,123,,not_weighted
2026-02-05 05:35:50,8.330301769779716,"[2, 80, 80, 80, 80, 80, 80, 1]",SiLU,20000,NN_Random,Adam,[0.001 -> 6.25e-05],1.8391979243129947e-05,0,0,1.8391979243129947e-05,0.009236758319021082,123,,not_weighted
2026-02-05 05:40:56,53.54215870671203,"[2, 80, 80, 80, 80, 80, 80, 1]",SiLU,20000,NN_Grid,Adam,[0.001 -> 6.25e-05],1.5874011902504496e-05,0,0,1.5874011902504496e-05,0.029060242882854557,123,,not_weighted
2026-02-05 06:03:16,293.6535734813811,"[2, 80, 80, 80, 80, 80, 80, 1]",SiLU,20000,PINN_DataPhys,Adam,[0.001 -> 6.25e-05],0.009067076019636588,0.0005134434390136179,0.00831327461815535,0.0002403579624676192,0.0805528740832732,123,,not_weighted
2026-02-05 06:35:02,96.36005776539812,"[2, 80, 80, 80, 80, 80, 80, 1]",SiLU,20000,PINN_PurePhys,Adam + L-BFGS,[0.001 -> 6.25e-05],0.003271460991604863,0.0003135507413696259,0.002957910250235237,2.877758420459132e-05,0.04843870818813422,123,,not_weighted
2026-02-05 06:41:36,42.44774282630519,"[2, 80, 80, 80, 80, 80, 80, 1]",GELU,20000,NN_Random,Adam,0.001,9.403558681094527e-06,0,0,9.403558681094527e-06,0.016681258508536505,123,,not_weighted
2026-02-05 06:47:57,37.51849703684113,"[2, 80, 80, 80, 80, 80, 80, 1]",GELU,20000,NN_Grid,Adam,0.001,1.99293464086082e-05,0,0,1.99293464086082e-05,0.017536531818693666,123,,not_weighted
2026-02-05 07:14:14,349.9918945102645,"[2, 80, 80, 80, 80, 80, 80, 1]",GELU,20000,PINN_DataPhys,Adam,0.001,0.022334897753234127,0.0004162750139326448,0.020556891555614232,0.0013617311836872507,0.1414407816134175,123,,not_weighted
2026-02-05 07:48:47,159.94105452745995,"[2, 80, 80, 80, 80, 80, 80, 1]",GELU,20000,PINN_PurePhys,Adam + L-BFGS,0.001,0.002826490669050548,0.0003283391919292962,0.002498151477121252,5.4067016496490476e-05,0.047541234938910486,123,,not_weighted
