Experiment_ID,Architecture,Optimizer,Epochs,Activation,Scheduler,Loss_Function,Noise_Level,Data_Points,weigthed,Execution_Time(s),Final_Total_Loss,Final_Physics_Loss,Final_Data_Loss,Final_BC_Loss,MAE,L2_Error,True_K,Estimated_K,Rel_Error_K
Poisson_Inverse_SiLU_N2_P50_Std,"[2, 50, 50, 50, 50, 1]",Adam+LBFGS,5000,SiLU,None,MSE,0.02,50,False,94.19289183616638,2.112049988482661e-05,1.78194422581113e-05,1.6716953377608447e-06,1.6293622889544662e-06,9.46772347718518,0.026242339134727864,1.0,0.9752913021053359,2.4708697894664122
Poisson_Inverse_SiLU_N2_P50_Bal,"[2, 50, 50, 50, 50, 1]",Adam+LBFGS,5000,SiLU,None,MSE,0.02,50,True,106.69905471801758,5.577200717033158e-06,3.865160730091994e-06,1.0928523984351255e-06,6.191875885060385e-07,7.08752787360829,0.018104616544379008,1.0,0.9790988825175279,2.0901117482472142
Poisson_Inverse_SiLU_N2_P100_Std,"[2, 50, 50, 50, 50, 1]",Adam+LBFGS,5000,SiLU,None,MSE,0.02,100,False,93.16468930244446,2.3354844277308886e-05,1.704538770050206e-05,1.3013673729147513e-06,5.0080892038920725e-06,14.193522323694427,0.04355878408603262,1.0,0.9610847332985585,3.891526670144152
Poisson_Inverse_SiLU_N2_P100_Bal,"[2, 50, 50, 50, 50, 1]",Adam+LBFGS,5000,SiLU,None,MSE,0.02,100,True,93.56197452545166,1.0310943840156216e-05,7.763141832583555e-06,1.0535419485839952e-06,1.4942600589886664e-06,11.29832744524127,0.029825101732427212,1.0,1.011399250985928,1.1399250985927978
Poisson_Inverse_SiLU_N2_P500_Std,"[2, 50, 50, 50, 50, 1]",Adam+LBFGS,5000,SiLU,None,MSE,0.02,500,False,91.48544955253601,4.0372098339059185e-05,3.367410474992859e-05,1.8428253769810252e-06,4.855168212149568e-06,16.300737373293046,0.04452124860726383,1.0,1.0258765422466891,2.5876542246689116
Poisson_Inverse_SiLU_N2_P500_Bal,"[2, 50, 50, 50, 50, 1]",Adam+LBFGS,5000,SiLU,None,MSE,0.02,500,True,93.9067451953888,1.4778139194055804e-05,1.1211339793463918e-05,1.2464825330528387e-06,2.3203168675390483e-06,9.877600553811963,0.029655959965243193,1.0,0.9886394391979899,1.136056080201009
Poisson_Inverse_SiLU_N5_P50_Std,"[2, 50, 50, 50, 50, 1]",Adam+LBFGS,5000,SiLU,None,MSE,0.05,50,False,92.94352531433105,9.331013330313201e-05,8.340053939857059e-05,5.682565892671101e-06,4.227028011890322e-06,13.614921052189336,0.04168694050394472,1.0,1.0389952246764045,3.8995224676404483
Poisson_Inverse_SiLU_N5_P50_Bal,"[2, 50, 50, 50, 50, 1]",Adam+LBFGS,5000,SiLU,None,MSE,0.05,50,True,95.47271037101746,8.09391444702075e-06,2.3941922813444643e-06,5.509732139172183e-06,1.8999002650410307e-07,4.343047211521814,0.010095769214622893,1.0,0.9994170650704118,0.05829349295881636
Poisson_Inverse_SiLU_N5_P100_Std,"[2, 50, 50, 50, 50, 1]",Adam+LBFGS,5000,SiLU,None,MSE,0.05,100,False,103.56160402297974,8.447146385354673e-06,1.9726613487554574e-06,4.923385970129406e-06,1.5510990664698086e-06,9.077464632836127,0.02543057217349608,1.0,0.979189882669216,2.0810117330783973
Poisson_Inverse_SiLU_N5_P100_Bal,"[2, 50, 50, 50, 50, 1]",Adam+LBFGS,5000,SiLU,None,MSE,0.05,100,True,116.14819860458374,8.17443655611944e-06,1.3500803807885328e-06,6.545393095524077e-06,2.789630798068297e-07,7.284359357600244,0.012992230954087492,1.0,0.9964948060259429,0.35051939740571303
Poisson_Inverse_SiLU_N5_P500_Std,"[2, 50, 50, 50, 50, 1]",Adam+LBFGS,5000,SiLU,None,MSE,0.05,500,False,97.88792324066162,3.36466608763462e-05,2.5960666593312082e-05,6.970843256757767e-06,7.151510262763465e-07,7.627703453454904,0.019862297491049195,1.0,1.0192841637563521,1.9284163756352113
Poisson_Inverse_SiLU_N5_P500_Bal,"[2, 50, 50, 50, 50, 1]",Adam+LBFGS,5000,SiLU,None,MSE,0.05,500,True,101.15775775909424,9.729144289917738e-06,2.7673793066670356e-06,6.187632708390947e-06,7.741322748597555e-07,6.069057709777657,0.017531081120475973,1.0,0.9941675808729208,0.5832419127079214
Poisson_Inverse_SiLU_N10_P50_Std,"[2, 50, 50, 50, 50, 1]",Adam+LBFGS,5000,SiLU,None,MSE,0.1,50,False,99.78730511665344,2.6536556166477996e-05,3.518023913218843e-06,1.8930154859497387e-05,4.088377393761765e-06,17.127121704879958,0.04896133391119088,1.0,0.9553459618500031,4.465403814999691
Poisson_Inverse_SiLU_N10_P50_Bal,"[2, 50, 50, 50, 50, 1]",Adam+LBFGS,5000,SiLU,None,MSE,0.1,50,True,96.41377997398376,3.4930968479502025e-05,1.8005118414735287e-05,1.4768768743672841e-05,2.157081321093895e-06,15.156085291599194,0.030314200749179353,1.0,1.0161552373144698,1.6155237314469773
Poisson_Inverse_SiLU_N10_P100_Std,"[2, 50, 50, 50, 50, 1]",Adam+LBFGS,5000,SiLU,None,MSE,0.1,100,False,95.00186896324158,4.857650109862534e-05,2.266789317495575e-05,2.3851383105569267e-05,2.057224818100321e-06,20.742971314777026,0.03484801722514933,1.0,1.0314299160255913,3.142991602559131
Poisson_Inverse_SiLU_N10_P100_Bal,"[2, 50, 50, 50, 50, 1]",Adam+LBFGS,5000,SiLU,None,MSE,0.1,100,True,112.0264961719513,3.7355552078142226e-05,1.833325147319106e-06,3.435118014177328e-05,1.1710467890498406e-06,7.88860554247125,0.027466256624156596,1.0,1.0017031773682068,0.17031773682067985
Poisson_Inverse_SiLU_N10_P500_Std,"[2, 50, 50, 50, 50, 1]",Adam+LBFGS,5000,SiLU,None,MSE,0.1,500,False,113.81129956245422,3.432457736287011e-05,5.706652793328182e-06,2.786144673697872e-05,7.564778325632068e-07,6.402177863737799,0.018033359689121644,1.0,1.0010010833326697,0.10010833326696833
Poisson_Inverse_SiLU_N10_P500_Bal,"[2, 50, 50, 50, 50, 1]",Adam+LBFGS,5000,SiLU,None,MSE,0.1,500,True,102.61823225021362,2.7342793566220057e-05,2.8324878419157047e-06,2.3737353440449908e-05,7.729522838544437e-07,8.302047729135445,0.020455660753001897,1.0,0.9946211084797962,0.5378891520203766
