% Model,4_roll_mill.mph
% Version,COMSOL 6.3.0.290
% Date,"Jun 9 2026, 18:24"
% Dimension,2
% Nodes,20128
% Expressions,6
% Description,"Velocity field, x-component, Velocity field, y-component, Pressure, Viscoelastic extra stress tensor, branch 1, xx-component, Viscoelastic extra stress tensor, branch 1, xy-component, Viscoelastic extra stress tensor, branch 1, yy-component"
% Length unit,m
% x,y,u (m/s) @ lambda=0.05,v (m/s) @ lambda=0.05,p (Pa) @ lambda=0.05,vef.Te_1xx (N/m^2) @ lambda=0.05,vef.Te_1xy (N/m^2) @ lambda=0.05,vef.Te_1yy (N/m^2) @ lambda=0.05
-0.023553982076635723,-0.02399972181830318,3.3858974357451567E-6,-1.409978023092789E-6,-0.006843088078628925,5.938965197816569E-4,-1.512092825483373E-4,-6.577131217530875E-4
-0.023342897628441713,-0.02447920235758297,4.214166799939378E-6,-4.980817268569556E-7,-0.014904861662993344,0.002714774839365794,0.003047457619002996,-0.002723895474480294
-0.023051948051948046,-0.025,0,0,-0.023932295172270978,7.822634821286365E-4,0.014420799580730607,-7.985716918500633E-4
-0.013765454366484258,-0.013885248746342763,-0.005407698827283195,0.005240369985888831,0.19937284161048396,-2.410245892953523,-0.5448767946060523,3.3338957658106882
-0.013839609732338241,-0.013605652130483328,-0.005337517180401691,0.005683658877439163,0.23306828101102342,-2.561077041188715,-0.31895320951599776,3.5917425913436536
-0.01388539892071315,-0.01376484815484094,-0.005240581886092762,0.005408275929587476,0.20521187554392076,-2.4392822695301324,-0.36651779431575743,3.364069456285145
-0.013901409608296654,-0.01333215974712156,-0.0052369399314875454,0.006130492486676838,0.26565657896056555,-2.6926780723155908,-0.06931798234392851,3.8440049482937586
-0.013852566968142578,-0.013187119036995123,-0.005309835257977766,0.006418359369236207,0.308171422962557,-2.8199498427985343,0.020331347086490342,4.090154393405957
-0.013950784440587956,-0.013483086697508563,-0.005156735352957606,0.005849202118943751,0.2393905829474882,-2.5753147365032945,-0.12743621641574296,3.606814842111349
-0.014004113357529649,-0.013207915206118923,-0.005041989944642559,0.006292319567651289,0.2725473221545658,-2.6902723819111185,0.13489263746616442,3.8420348174034644
-0.013950775489717907,-0.0130645347166975,-0.005105638496290407,0.0065819548278180815,0.314753217557954,-2.8113486880994816,0.236673648444613,4.081180687102257
-0.02448239777047977,-0.02273260876465369,-5.392119129841059E-7,-3.7433189801738828E-6,0.03359993051966661,-0.004326319152855207,-1.998351195049686E-4,0.004322024968039576
-0.025,-0.022402597402597403,0,0,0.05106106440125575,4.5771761024917715E-4,-0.013362646494934183,-4.331873181351354E-4
-0.013641626671071666,-0.014001697624327646,-0.005569929900804631,0.0050677074165012305,0.19369412706979486,-2.3700729122160893,-0.7210638892976976,3.292475510602055
-0.013807312083536936,-0.014053012237334775,-0.005295217174684335,0.004973059540717631,0.17596715724389603,-2.288586465044667,-0.5725873898391497,3.1151639926743413
