% Model,4_roll_mill.mph
% Version,COMSOL 6.3.0.290
% Date,"Sep 18 2026, 22:51"
% Dimension,2
% Nodes,52648
% Expressions,6
% Description,"Velocity field, x-component, Velocity field, y-component, Pressure, Viscoelastic extra stress tensor, branch 1, xx-component, Viscoelastic extra stress tensor, branch 1, xy-component, Viscoelastic extra stress tensor, branch 1, yy-component"
% Length unit,m
% x,y,u (m/s),v (m/s),p (Pa),vef.Te_1xx (N/m^2),vef.Te_1xy (N/m^2),vef.Te_1yy (N/m^2)
0.01326710215531142,0.013784976024595068,0.00630788305215561,-0.005445190666508816,0.3320352290083666,-1.0539338994165732,-0.9626493633374263,2.4543604651038464
0.013286875410525919,0.013767817675482729,0.006279432443757769,-0.005477978996497972,0.3202575104305673,-1.0641188715120709,-0.9448079370993571,2.4650330634497926
0.013291982708669825,0.01379375865929023,0.006257083108983638,-0.005429452818369262,0.2858957530722109,-1.0558768471789632,-0.9432292376320351,2.429973454526573
0.01347956389717228,0.013590631571951553,0.005983927646091041,-0.0057993184908669915,0.3500318304636901,-1.1538728104477363,-0.75749444376174,2.5588395157174215
0.013498316662434015,0.013572363437464973,0.00595363412644371,-0.005830416068635246,0.3343053945022321,-1.161821602928785,-0.7385338924017845,2.567308759466474
0.013505071899297413,0.013598265948174046,0.005933756555346294,-0.00578004867766612,0.29742615149362167,-1.1532635678403793,-0.7389478484779531,2.53174300457056
0.01348671067066949,0.013616678394871004,0.005962978012447871,-0.005748615772044104,0.2932589096475163,-1.1454323782100087,-0.7577468687976575,2.523010776817068
0.013460715724651573,0.013608801279254559,0.006014185604202968,-0.005767931089529229,0.35055539549289616,-1.1458869144904222,-0.776540401852272,2.5500822955215963
0.013468183456172076,0.013635098099231566,0.005992116963339861,-0.005716871850803648,0.29201277825281263,-1.1373136438998215,-0.7764693635130837,2.514009868473123
0.013441772664462847,0.013626872058145466,0.006044357757855997,-0.005736303689161305,0.34214326835549375,-1.1378020378727285,-0.7956474843920339,2.541162924507079
0.013449441388480416,0.013653409662934596,0.0060212903765712025,-0.005685032149092616,0.2938623827727846,-1.1289605115222268,-0.7951058761245742,2.504897925111902
0.013422735238775142,0.013644843410250553,0.006074432267190531,-0.005704446619303705,0.3230179633670884,-1.1295365342819281,-0.814757530091896,2.532127725855801
0.01343035020117704,0.01367153652618046,0.006050774965619634,-0.005653225252426441,0.29742020729596524,-1.1204042791688755,-0.8137683625824156,2.495839723227212
0.013403603972297177,0.013662714840082817,0.006104333778948035,-0.005672438765626793,0.30437868416651453,-1.121019387666816,-0.833793520941199,2.523015009616342
0.013410928824908408,0.013689468416255334,0.00608055571642238,-0.005621446230615373,0.2995467000477389,-1.1116616478772434,-0.832486877605875,2.4868166509516705
0.013384379392238245,0.013680485855073088,0.006133986833234867,-0.00564036094994582,0.29903530262414435,-1.1122273965040659,-0.8526926113706129,2.513800917958346
0.013391367719189846,0.013707273445720319,0.0061102638719960625,-0.005589549738508399,0.2987037858939084,-1.1027360185884196,-0.8511481175363768,2.477623533957877
0.013365062028268449,0.013698155965600395,0.006163415159609349,-0.0056081876733377846,0.3056829922069519,-1.1031846677097752,-0.8714542767835477,2.504394322781591
0.013698155965600397,0.01336506202826845,0.005608012996800489,-0.006163576372416418,0.3674320257701292,-1.2352616718716065,-0.5210920493933805,2.643952661919492
0.013715724685021562,0.013345652412478232,0.005575920576310443,-0.006192626246015892,0.3264205992538054,-1.2406941327815346,-0.5011182073685233,2.6496625209182882
0.013724597569991073,0.013371357485164085,0.005558202676969358,-0.006140558675470067,0.31418950446400595,-1.231568065936582,-0.5039678502700272,2.6140622569480674
0.013707287280337944,0.013391085880151013,0.005589559219001272,-0.006110716884850194,0.3100505504259468,-1.226095463069816,-0.5237883705562744,2.6077111555688184
0.013680485855073091,0.013384379392238247,0.005640291085805829,-0.006134048191562719,0.3500375302484932,-1.2297574436681278,-0.541261537262041,2.6378104146550325
0.01360880127925456,0.013460715724651571,0.005767320945513484,-0.006014773152236722,0.3765958367039685,-1.2051936349295438,-0.6210020004585066,2.6121701977117455
0.013617359606211445,0.013487145530909371,0.005747381158598879,-0.005961940053125141,0.3006038962411895,-1.1959159999042024,-0.6225006631877382,2.575546011821849
0.01359063157195155,0.013479563897172276,0.005798837150155718,-0.0059843885848281835,0.3566632961057479,-1.1987374353706794,-0.6408729577977901,2.6048786924219627
0.013626872058145466,0.013441772664462849,0.005736029847351622,-0.006044624320796047,0.33144328575935184,-1.2116096357282569,-0.6013842768301266,2.6190261443181253
0.01363505699354805,0.013467708243992668,0.005717061517440717,-0.0059929328021010655,0.3047345801091428,-1.2025003925381859,-0.6030668631857649,2.5832606135049776
0.01364484341025055,0.013422735238775142,0.005704620353741738,-0.006074273022552822,0.2758075489206311,-1.2179652609997456,-0.5816849877916775,2.625361058333009
