% Model,4_roll_mill.mph
% Version,COMSOL 6.3.0.290
% Date,"Sep 22 2026, 00:02"
% Dimension,2
% Nodes,5086
% Expressions,6
% Description,"Velocity field, x-component, Velocity field, y-component, Pressure, Viscoelastic extra stress tensor, branch 1, xx-component, Viscoelastic extra stress tensor, branch 1, xy-component, Viscoelastic extra stress tensor, branch 1, yy-component"
% Length unit,m
% x,y,u (m/s) @ epsilon=0.3,v (m/s) @ epsilon=0.3,p (Pa) @ epsilon=0.3,vef.Te_1xx (N/m^2) @ epsilon=0.3,vef.Te_1xy (N/m^2) @ epsilon=0.3,vef.Te_1yy (N/m^2) @ epsilon=0.3
0.013535533905932737,0.01353553390593274,0.005891035212273538,-0.005888337771299035,0.9828254382929239,0.5081906167841821,-1.3234991750823448,2.1908046566528534
0.013600372029679758,0.013709803865981274,0.005669916920206647,-0.005502500781826178,0.8922032268931669,0.4995801711027689,-1.2840454867973126,1.9987357910220902
0.013422735238775142,0.013644843410250553,0.006073791507457532,-0.005699633085673412,0.9661701032029036,0.5922850794663806,-1.373618651740261,2.107172084224142
0.01364484341025055,0.013422735238775142,0.005701627510562797,-0.006071893380531746,1.013662829918356,0.4276773802374025,-1.2680941015208504,2.270798883806423
0.013718373709672464,0.013595905324009628,0.005487978775276168,-0.005674443429322814,0.8900275483143291,0.4191540592783149,-1.2332442984001981,2.077300764160342
0.013789014237007251,0.013775599760053108,0.005281906346918459,-0.005301647397714632,0.818228407184686,0.3931011934320951,-1.1584582962803067,1.9322405510708445
0.013477831047184488,0.013819434280995368,0.005848812492147652,-0.00532577695123613,0.890403411834752,0.5835434478450816,-1.3302234512298403,1.917594728875483
0.013306558565652453,0.013750556019033763,0.006250385096534808,-0.005505364913477665,0.9560544505194682,0.679692082553827,-1.418278736463663,2.019936479364322
0.013660033111307993,0.013889011539916812,0.005462931870670818,-0.005142216267924626,0.8159525992100424,0.47172514618208455,-1.2096743895879676,1.8614611881993206
0.013750556019033765,0.013306558565652457,0.005505483720377377,-0.006250236661286479,1.0660660986584727,0.3510810290959891,-1.2077260532904777,2.347282177985648
0.013830800433200181,0.013476317096416135,0.005305218877928766,-0.005845327014011873,0.8849398153940081,0.34274351307559253,-1.1785763605966892,2.154505644480903
0.013852566968142578,0.013187119036995118,0.00530331935973203,-0.006422622699860288,1.1339751335917923,0.27868969199117033,-1.142857040679499,2.420568488191262
0.013935682275700247,0.013349971672427111,0.005124727901541397,-0.006019409907984867,0.8778835965289323,0.2709780278330762,-1.120860296096312,2.231760967577507
0.013950775489717907,0.013064534716697497,0.005096338946980193,-0.006588103914501505,1.179704264881144,0.21068339695049343,-1.0739915505116162,2.4909375934377076
0.014030789308688528,0.013218806542017597,0.004948840468725357,-0.006196455483313569,0.8754818951826354,0.20479349959257157,-1.0609306339506654,2.308579501439929
0.014045084994930427,0.01293892622972893,0.004886288073934706,-0.006745533266454954,1.299945465171409,0.14668571735291377,-1.0007406531691723,2.5575894771344903
0.014111599378270837,0.013091713043794107,0.00478656240281363,-0.006364528687307166,0.8576589018577699,0.14746481297533112,-1.002397417988041,2.3802425375183973
0.014194305379611711,0.012947806699152953,0.004603616855200595,-0.00655050269855677,0.9312966941126807,0.0877048788878211,-0.9326512700022125,2.4591871444365165
0.01413540329229132,0.01281041626989777,0.004685916751489545,-0.0068861434106594795,0.8142771132707668,0.08683650445975721,-0.9248135539983725,2.617037926074808
0.013912051982461593,0.013657370500157884,0.0051009812171964,-0.00545726293418166,0.8218662820571269,0.31947210135862686,-1.1044946828177304,2.0003003951717013
0.005475864446977092,0.012128895840071582,0.003550644022625261,0.007534635944985542,0.7105351168194153,1.0476123758865452,1.3855588332072821,1.3210353632841678
0.005544967222482056,0.0122699521913998,0.0037786954990143896,0.007422829214484779,0.5407694482804349,1.1377534386756598,1.3951698977887332,1.2359618454093977
0.005384988276707032,0.012256373020795361,0.0035273894430211373,0.00721910599979752,0.5633761027122159,1.003148814326799,1.3266066754819237,1.1997099771542696
0.0056184655156709526,0.012408766398519249,0.004012107631218805,0.007299267538158623,0.6630386271063402,1.230350048147963,1.3998844776719357,1.149991069738419
0.005452849640796468,0.01240318962703027,0.0037447425067240353,0.007089301277747025,0.559614995868793,1.0851175541767677,1.3287818638547966,1.113072671391645
0.005696288158021204,0.012545204192439471,0.004234879294263515,0.007172328912276881,0.5342429511425268,1.3221928828618816,1.3994691426952321,1.0647507510587682
0.005529640505684636,0.0125401227648174,0.003958783879183524,0.006969694621115787,0.5648670956959533,1.1693251113896928,1.3299914126571506,1.0337464858705099
0.013187119036995118,0.013852566968142575,0.006422200913316709,-0.005304014326244075,0.8551811730949158,0.770333300636894,-1.4575165938735302,1.9295605159836662
0.013351107022969808,0.01392541581713435,0.006023864822921685,-0.005142558511258947,0.8982512559917682,0.670600658006791,-1.3712614334049673,1.8335546952213113
0.01322122959853938,0.014017722482861296,0.006201666325489932,-0.004971560565685555,0.8973322348830078,0.7602241547302874,-1.4093780822860629,1.755227066728965
0.0130645347166975,0.013950775489717909,0.006581092458407156,-0.005105586719978712,1.009472898747302,0.8620084358861716,-1.4899195891756623,1.8377914656490606
0.013096419399956469,0.014116542010200362,0.006350107924111891,-0.004775101692831462,0.8543908124825746,0.8482031305760441,-1.4367888578229078,1.664721944483076
0.01293892622972893,0.014045084994930427,0.006735358704598009,-0.004900172076907601,1.0900481438931084,0.9550419456257112,-1.5160983207474843,1.7423276016080969
0.012972521245288625,0.014217874374695419,0.0064780354259347936,-0.004563656397506755,0.8481759884064494,0.9335427485356566,-1.4551523004388949,1.5698020047969026
0.012810416269897769,0.01413540329229132,0.00688765713342888,-0.004683576149278479,1.0092158176134034,1.0500954764092734,-1.536918110191275,1.6445325381538474
0.012839827066483962,0.014311623478234609,0.006613180025241258,-0.004354412996003937,0.856463159714438,1.0238851377236406,-1.4709375500879105,1.4763979978810966
0.012679131780828632,0.014221641019906124,0.007032942001699423,-0.0044624454439908985,0.966733879431838,1.1464538488967333,-1.5522935012582897,1.546952811337001
0.012701251922791224,0.014398420963482433,0.006750426980817838,-0.004144754516449664,0.8627704862998439,1.1174673737334537,-1.48264127737945,1.3834786975385205
0.012545204192439473,0.0143037118419788,0.007170816251578001,-0.004237323525993605,0.9363477247497771,1.2438794632542491,-1.5618067006942111,1.4491938181771393
0.0122699521913998,0.014455032777517945,0.007426025720834711,-0.003772417231390544,0.7583148126122007,1.4416339079583977,-1.562565063653471,1.2526338897352298
0.012260021208380519,0.014611074671180408,0.0071713428327416775,-0.003514615730386465,0.8963825078264812,1.412504483889445,-1.4929052678285242,1.1142558694997426
0.012128895840071584,0.01452413555302291,0.007536363736754428,-0.0035468992578990967,1.0160504991754935,1.5387548796128498,-1.552889259790301,1.1560900913161598
0.012408766398519247,0.014381534484329045,0.007301863576067098,-0.00400725530837448,0.8918699975505179,1.3423412976504647,-1.5652540577666871,1.3509369550975066
