% Model,4_roll_mill.mph
% Version,COMSOL 6.3.0.290
% Date,"Sep 22 2026, 00:02"
% Dimension,2
% Nodes,5086
% Expressions,6
% Description,"Velocity field, x-component, Velocity field, y-component, Pressure, Viscoelastic extra stress tensor, branch 1, xx-component, Viscoelastic extra stress tensor, branch 1, xy-component, Viscoelastic extra stress tensor, branch 1, yy-component"
% Length unit,m
% x,y,u (m/s) @ epsilon=0.5,v (m/s) @ epsilon=0.5,p (Pa) @ epsilon=0.5,vef.Te_1xx (N/m^2) @ epsilon=0.5,vef.Te_1xy (N/m^2) @ epsilon=0.5,vef.Te_1yy (N/m^2) @ epsilon=0.5
0.013535533905932737,0.01353553390593274,0.005891021952925323,-0.0058883268171702014,0.7628998969609503,0.2840607429408053,-0.9857739130327042,1.7224421897571378
0.013600372029679758,0.013709803865981274,0.005673696488751782,-0.005506133339428922,0.7067577755106625,0.2820464706449562,-0.9629953911514536,1.587138977366034
0.013422735238775142,0.013644843410250553,0.00607377874532545,-0.005699622690522105,0.7475619254726104,0.3470344915348497,-1.029115384986157,1.6602014733089334
0.01364484341025055,0.013422735238775142,0.00570161338185046,-0.006071882426900262,0.7924805139562571,0.22418469743280126,-0.9384953405370681,1.7815899473364416
0.013718373709672464,0.013595905324009628,0.005491649332470753,-0.005678210475858759,0.7036586889928689,0.2217737880416868,-0.9191011774942842,1.6458913667575
0.013789014237007251,0.013775599760053108,0.005289738192551186,-0.005309271930630272,0.6489431390115555,0.2079612337017347,-0.8689408767670804,1.5368123810147158
0.013477831047184488,0.013819434280995368,0.0058526708964714595,-0.0053292549273792405,0.7058099377795409,0.3453320049568294,-1.0034406428766784,1.5260835007716602
0.013306558565652453,0.013750556019033763,0.006250372905958006,-0.005505355334700427,0.7388821597272885,0.41290345316748095,-1.0683748205840349,1.5948760213330155
0.013660033111307993,0.013889011539916812,0.0054709472845913465,-0.005149514539464718,0.6470883876704873,0.2670437317165458,-0.9129169444739745,1.483559790583014
0.013750556019033765,0.013306558565652457,0.005505468529921543,-0.006250226410053054,0.8436287991856549,0.16765424306984697,-0.8875439282388188,1.837769997699872
0.013830800433200181,0.013476317096416135,0.005308716391541479,-0.005849152500948063,0.6972022498568409,0.1648234704414144,-0.8722848638298805,1.703189690278373
0.013852566968142578,0.013187119036995118,0.005303303587664179,-0.006422613720096661,0.9103386272197275,0.11466775522736505,-0.8333031704209631,1.8912602084665595
0.013935682275700247,0.013349971672427111,0.005127946713510321,-0.006023162553496122,0.6880099459736363,0.11162740830811334,-0.8231241611858492,1.7599986238524068
0.013950775489717907,0.013064534716697497,0.005096323462928532,-0.006588096549311486,0.9548978047385734,0.06532375600773933,-0.7761964461882606,1.9423030164249733
0.014030789308688528,0.013218806542017597,0.004951675722629777,-0.006200000802456723,0.6829007489563921,0.06288681713136111,-0.7723178314155641,1.8159275786948565
0.014045084994930427,0.01293892622972893,0.004886275602697359,-0.006745527677107489,1.0735993619512987,0.0193084422580769,-0.7158897600998522,1.9903205912546655
0.014111599378270837,0.013091713043794107,0.004788959222515377,-0.006367749310138174,0.6615585265609224,0.0210053126715016,-0.7229561144012769,1.8675624079952853
0.014194305379611711,0.012947806699152953,0.004605547579284883,-0.006553312373556719,0.73196171813765,-0.022118515664026308,-0.6645771449079376,1.923960275182038
