% Model,4_roll_mill.mph
% Version,COMSOL 6.3.0.290
% Date,"Sep 24 2026, 13:38"
% Dimension,2
% Nodes,5086
% Expressions,6
% Description,"Velocity field, x-component, Velocity field, y-component, Pressure, Viscoelastic extra stress tensor, branch 1, xx-component, Viscoelastic extra stress tensor, branch 1, xy-component, Viscoelastic extra stress tensor, branch 1, yy-component"
% Length unit,m
% x,y,u (m/s),v (m/s),p (Pa),vef.Te_1xx (N/m^2),vef.Te_1xy (N/m^2),vef.Te_1yy (N/m^2)
0.013535533905932737,0.01353553390593274,0.005891013983563721,-0.005888322684762933,0.6223258249527029,0.3026928693891279,-1.0752630065286644,1.4476687714283785
0.013600372029679758,0.013709803865981274,0.0056585692784793425,-0.005491564299114169,0.5420775575403227,0.293333693132521,-1.0408079022799488,1.2693599494294483
0.013422735238775142,0.013644843410250553,0.00607377080732081,-0.005699618821140157,0.6069152997301253,0.37091985185790716,-1.1091425408815576,1.3800696902928393
0.01364484341025055,0.013422735238775142,0.005701605391344479,-0.006071878293725419,0.6520534583596671,0.23700174568505664,-1.037166057639737,1.5130100819796295
0.013718373709672464,0.013595905324009628,0.00547673501498793,-0.005662915524781239,0.5387430527849318,0.22787403876222148,-1.0070296123709683,1.3326516960473143
0.013789014237007251,0.013775599760053108,0.005258047543021969,-0.00527759967663665,0.4946462015257902,0.21301532037660117,-0.955197422605373,1.2610498527600382
0.013477831047184488,0.013819434280995368,0.005837485783946738,-0.0053155139917901014,0.5413865441949298,0.3611866479222537,-1.0708052019957268,1.2044300498983047
0.013306558565652453,0.013750556019033763,0.006250365154993077,-0.005505351752492382,0.5985498365390722,0.44145927254949874,-1.1386865374765964,1.310186569948852
0.013660033111307993,0.013889011539916812,0.005439039773802342,-0.0051195686187568154,0.4922259469106763,0.27734718125771446,-0.9899024664744455,1.2013595229381238
0.013750556019033765,0.013306558565652457,0.005505460549289337,-0.006250222514963012,0.7035014502493603,0.17411529496423114,-0.9950627467922141,1.5761598582158964
0.013830800433200181,0.013476317096416135,0.0052943195877251945,-0.005833418547629186,0.5323121792018483,0.16517847943841654,-0.9699995917579126,1.3951725286389267
0.013852566968142578,0.013187119036995118,0.0053032957731703355,-0.0064226101143609856,0.7706591554396368,0.1142578311844449,-0.9492531401118974,1.6372076137328235
0.013935682275700247,0.013349971672427111,0.005114528744685748,-0.006007524428983889,0.523704439894301,0.1057738236371726,-0.9303113777549262,1.4580104074344804
